Title,ASIN,Batterylife_hrs,Batteries,Best_seller_rank,Brand,Card_Description,Color,Comp_memory_type,First_date_avai,Memory_size,Graphic_coprocessor,Hardware_Platform,Item_Dimension,Model_number,MaxScreen_res,OS,Power_source,Processor_brand,Processor_count,Prod_dimension,Screen_resolution,Series,Display_size
"Lenovo Newest C340 11.6"" HD Touchscreen (Intel Celeron N4000 Processor, 4GB RAM, 32GB eMMc SSD, Intel UHD Graphics 600, WiFi, Bluetooth, Chrome OS)-Renewed (Grey)",B08F72PSXM,10,1 Lithium ion batteries required. (included),36783,Lenovo,,Grey,DDR4 SDRAM,2020-08-03,32,Ntel UHD Graphics 600,PC,12 x 8 x 0.7 ,FA0007FAF,1366 x 768 ,Chrome OS,Battery Powered,Intel,2,12 x 8 x 0.7 ,,C340TM,11.6
"Dell Latitude 5501 15.6"" Notebook - Intel Core i5-9400H - 16GB RAM - 256GB SSD",B07VB8WG8X,,1 Lithium ion batteries required. (included),93283,Dell,Integrated,,DDR4 SDRAM,2019-07-17,16,Intel UHD Graphics 630,PC,9.29 x 14.13 x 0.96 ,5501,1920 x 1080 ,Windows 10 Pro,Battery Powered,Intel,1,9.29 x 14.13 x 0.96 ,,5501,15.6
"Apple MacBook Pro 13.3-Inch Laptop with Retina Display MF843LL/A (3.1 GHz dual-core Intel Core i7 processor, 16 GB RAM, 1TB SSD hard drive) (Renewed)",B07J2Q4N2G,12,1 Lithium Polymer batteries required.,35152,Apple,Integrated,,,2018-10-05,16,Intel Iris Graphics 6100,,,,1440 x 900,MacOS 10.14 Mojave,Battery Powered,Intel,2,,,MacBook Pro,13.3
"Dell Latitude 9000 9510 15"" 2 in 1 Notebook - WUXGA - 1920 x 1200 - Intel Core i7 (10th Gen) i7-10810U Hexa-core (6 Core) 1.10 GHz - 16 GB RAM - 512 GB SSD - Windows 10 Pro - Intel UHD Graphics -",B08F5H1VXL,,,37965,Dell,,,,2020-08-03,,,,,9510,1920 x 1200,Windows 10 Pro (English/French/Spanish),Battery Powered,Intel,1,,1920 x 1200,T1CFT,15
"Acer 11.6inch IPS 2-in-1 Convertible Touchscreen Chromebook, Intel Celeron N4000 Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, WiFi, Bluetooth, Chrome OS-(Renewed) (64GB)",B08HDNTY3V,,,28409,Acer,Integrated,,DDR4 SDRAM,2020-09-03,,Intel,PC,11.7 x 8.1 x 0.79 ,Acer 11.6inch Chromebook,1366 x 768 ,Chrome OS,,Intel,2,11.7 x 8.1 x 0.79 ,,Acer 11.6inch Chromebook,11.6
"Lenovo ThinkPad X390 20Q00042US 13.3"" Touchscreen Notebook - 1920 x 1080 - Core i7 i7-8665U - 8 GB RAM - 256 GB SSD - Black - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (",B07SGG6HTV,,,13870,Lenovo,Integrated,,DDR4 SDRAM,2020-04-06,256,Intel UHD Graphics 620,,,20Q00042US,1920 x 1080,Windows 10 Pro,Battery Powered,Intel,4,,1920 x 1080,Lenovo Thinkpad,13.3
"Lenovo ThinkPad X1 Carbon 8th Gen 8 i7-10510U,WQHD(2560x1440),16GB RAM, 256GB NVMe SSD, W10Pro",B08GGF2S4K,,1 Lithium ion batteries required.,134799,Lenovo,Integrated,,DDR3 SDRAM,2020-08-21,256,Integrated Intel UHD Graphics,PC,,20U9CTO1WW,2560x1440 ,Windows 10 Pro,Battery Powered,Intel,4,,,Lenovo Thinkpad X1 Carbon Gen 8,14
"Lenovo Ideapad 3 14"" FHD Laptop, AMD Ryzen 5 3500U Quad-Core Up to 3.7GHz (Beats I7-7500U), 12GB DDR4, 512GB PCIe SSD, AMD Radeon Vega 8, Online Class Ready, Windows 10, GCube 64gb Flash Drive",B08LMXC7KV,,,73461,Lenovo,,Abyss Blue,DDR4 SDRAM,2020-02-26,512,Integrated AMD Radeon Vega 8 Graphics,PC,13.8 x 9.1 x 0.75 ,IdeaPad 3,1920x1080 ,Windows 10,AC & Battery,AMD,4,13.8 x 9.1 x 0.75 ,1920x1080,IdeaPad 3,14
"Samsung Chromebook Pro Convertible Touch Screen Laptop, 12.3 (XE510C24-K01US)",B071LB1GG4,9,1 Lithium Polymer batteries required. (included),21901,Samsung Electronics,Integrated,Black,DDR3 SDRAM,2017-05-16,32,Intel HD Graphics 515,Chrome,11.06 x 8.72 x 0.55 ,XE510C24-K01US,2400x1600 ,Chrome OS,Battery Powered,Intel,2,11.06 x 8.72 x 0.55 ,2400 x 1600,Samsung Chromebook Pro,12.3
Refurbished Laptop N23 Yoga 2-in-1 11.6 inches Chromebook PC - MT8173c Processor 4GB Ram 32GB SSD Chrome OS,B08PFLLPHK,,1 Lithium ion batteries required. (included),,Ubrands,,,DDR3 SDRAM,2020-11-24,16,4400,PC,,11 g5,1366*768 ,Chrome OS,,Intel,2,,,11 g5,11.6
"Gigabyte AERO 15 OLED XA-7US5130SP 15"" Thin Bezel Samsung UHD Amoled, i7-9750H, NVIDIA GeForce RTX 2070, Samsung 16GB RAM, 512GB Intel 760P SSD, W10 Pro, RGB KB, 94W Ultra Slim Laptop",B07SD88Z1F,8.5,1 Lithium Polymer batteries required. (included),58746,Gigabyte,Dedicated,Black,SODIMM,2019-05-28,,NVIDIA GeForce,PC,14 x 9.8 x 0.8 ,AERO 15 OLED XA-7US5130SP,3840 x 2160 ,Windows 10 Pro,Battery Powered,Intel,1,14 x 9.8 x 0.8 ,,AERO 15,15.6
"Latest_Lenovo ThinkPad P17 Mobile Workstation Laptop, 17.3"" FHD IPS Anti-Glare, 10th Gen Intel Core i7-10750H Processor, 16GB RAM, 512GB SSD, NVIDIA_Quadro T2000, Fingerprint Reader, Windows 10 Pro",B08LS9GNM1,,1 Lithium ion batteries required. (included),53542,N\,Dedicated,Black,DDR4 SDRAM,2020-10-23,,NVIDIA,PC,14.9 x 9.9 x 1.2 ,20SQS01P00,1920*1080 ,Windows 10,AC & Battery,Intel,6,14.9 x 9.9 x 1.2 ,,Lenovo,17.3
"CyberpowerPC Tracer III Slim VR GT415SVR100 15.6"" Gaming Notebook (Intel i7-9750H 2.6GHz, 8GB DDR4, NVIDIA GeForce GTX 1660 Ti 6GB, 240GB SSD, 802.11AC Wifi+Bt, RGB Mechanical KB & Win 10 Home)",B07QTM44CZ,,1 Lithium Polymer batteries required. (included),116921,CyberpowerPC,Dedicated,Graphics: GTX 1660 Ti,DDR4 SDRAM,2019-04-23,240,NVIDIA GeForce GTX 1660Ti,,9.53 x 14.13 x 0.75 ,GT415SVR100,1920 x 1080 ,Windows 10 Home,,Intel,6,9.53 x 14.13 x 0.75 ,,Tracer III Slim VR,15.6
"2020 Newest Lenovo Legion 5i Gaming Laptop, 17.3"" Full HD IPS Screen, 10th Gen Intel Core i7-10750H Processor, NVIDIA GeForce GTX 1650 Ti, 8GB RAM, 512GB PCIe NVMe SSD, Backlit Keyboard, Windows 10",B08FXWC1K4,6,,25962,Lenovo,Dedicated,,DDR4 SDRAM,2020-08-14,512,NVIDIA GeForce GTX 1650 Ti,PC,,Legion,1920 x 1080 ,Windows 10,Battery Powered,Intel,6,,,Legion,17.3
"HP EliteBook 840 G6 14"" Notebook - 1920 x 1080 - Core i7 i7-8565U - 16 GB RAM - 512 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technology - English Keyboar",B07SMBC4KG,,1 Lithium ion batteries required. (included),32581,HP,Integrated,,Unknown,2019-06-26,512,Intel UHD Graphics,,2 x 4 x 8 ,7KK35UT,1920 x 1080,Windows 10 Home,,,1,2 x 4 x 8 ,,EliteBook,14
"Acer Chromebook 15 CB515-1HT-P39B, Pentium N4200, 15.6"" Full HD Touch, 4GB LPDDR4, 32GB Storage, Pure Silver",B076V3YMRY,12,1 Lithium Metal batteries required. (included),23849,Acer,Integrated,Pure Silver,SDRAM,2017-10-26,32,Intel HD Graphics,Chrome OS,10.08 x 14.88 x 0.75 ,CB515-1HT-P39B,1920 x 1080 ,Windows 10,Battery Powered,Intel,4,10.08 x 14.88 x 0.75 ,,Acer Chromebook,15.6
"Latest_Dell XPS 15 7590 15.6-inch FHD Anti-Glare IPS Display Laptop, 9th Generation Intel Core i7-9750H Processor, 16GB RAM, 256GB SSD, NVIDIA GeForce GTX 1650, Wireless+Bluetooth, HDMI，Window 10",B082SW2BDJ,,1 Lithium ion batteries required.,53207,Dell,Integrated,Windows 10 Home,DDR4 SDRAM,2019-12-15,64,Intel,PC,,7590,1920 x 1080,Windows 10,AC & Battery,Intel,6,,,Dell,15.6
"HP Elitebook x360 1030 G4 13.3-Inch 2-in-1 Convertible HD Laptop (4.6GHz Intel i7 Processor, 512GB SSD, 16GB RAM, NFC, IR Cam, IPS Display) Windows 10",B08FCR1GLB,,1 Lithium ion batteries required. (included),95797,HP,Integrated,Natural Silver,SDRAM,2020-08-06,512,Intel UHD Graphics 620,PC,12.04 x 0.62 x 8.07 ,1030 G4,1920 x 1080 ,Windows 10,AC & Battery,Intel,4,12.04 x 0.62 x 8.07 ,1920x1080,Elitebook x360 1030 G4,13.3
Lenovo ThinkPad X1 Carbon Ultrabook Black i5-4200U (1.6GHz) 4GB DDR3 RAM 14-Inch 1600x900 Windows 7 Pro 64 (20A7002FUS),B00HV052SW,9,1 Lithium ion batteries required. (included),100922,Lenovo,Integrated,Black,SODIMM,2014-01-18,128,Intel Integrated Graphics,PC,8.93 x 13.03 x 0.71 ,20A7002FUS,1600x900,Windows 7,AC & Battery,Intel,1,8.93 x 13.03 x 0.71 ,1600x900,Lenovo,14
"One Netbook A1 Engineer PC 7"" Pocket PC Laptop UMPC Mini Portable Touch Screen Notebook Fingerprint Sensor CPU Intel Core M3-8100Y Windows 10 System 8GB RAM/256GB",B08PS3HVHR,,1 Lithium ion batteries required. (included),79466,One-Netbook,Integrated,,DDR3 SDRAM,2020-12-06,,Intel HD Graphics 615,PC,,A1 Engineer PC,1920 x 1200 Lines Per Inch,Windows 10 Home,,Intel,2,,,Dell Precision,7
"Dell Latitude 3301 13.3"" Notebook - Intel Core I5-8265U - 8GB RAM - 256GB SSD",B07T9XZFTJ,,1 Lithium ion batteries required. (included),37885,Dell,Integrated,,DDR3 SDRAM,2019-06-23,8,Intel UHD Graphics 620,PC,8.05 x 12.11 x 0.59 ,3301,1920 x 1080 ,Windows 10 Pro,"Corded-Electric, Battery",Intel,1,8.05 x 12.11 x 0.59 ,1920 x 1080,3301,13.3
"Dell Latitude 5510 15.6"" Notebook - Full HD - 1920 x 1080 - Core i7 i7-10610U 10th Gen 1.8GHz Hexa-core (6 Core) - 8GB RAM - 256GB SSD",B08B9M8R9B,,,579569,Dell,Integrated,,,2020-06-16,256,Intel UHD Graphics 620,PC,9.3 x 14.14 x 0.88 ,5510,1920 x 1080 ,Windows 10 Pro,,Intel,1,9.3 x 14.14 x 0.88 ,,H48F7,15.6
"Lenovo ThinkPad T490 14"" Full HD Business laptop, Intel Core i7-8565U (up to 4.60 GHz), 8GB Ram, 256GB SSD, Windows 10 Pro. 3 Year Warranty",B07PFFP9S3,16.1,1 12V batteries required.,14359,Lenovo,Integrated,Black,Unknown,2019-04-07,256,Intel UHD Graphics 620,Windows,13 x 8.9 x 0.7 ,20N20028US,1920 x 1080,Windows 10 Pro,Battery Powered,Intel,1,13 x 8.9 x 0.7 ,,Lenovo Thinkpad,14
"New Dell G3579-5467BLK-PUS 15.6"" Laptop i5-8300H 2.3GHz 8GB 1TB GTX 1050 Ti W10",B07FV31H1C,,1 Lithium ion batteries required. (included),53764,Dell,Dedicated,,DDR4 SDRAM,2018-11-28,1 TB,NVIDIA GeForce GTX 1050 Ti with 4GB GDDR5,PC,10.2 x 15 x 0.9 ,3579,1920 x 1080 (Full HD),Windows 10 Home,AC & Battery,Intel,4,10.2 x 15 x 0.9 ,,G3579-5467BLK,15.6
"MSI Creator 17 ASFS-254 17. 3"" UHD 4K HDR1000 Mini LED Creator Laptop Intel Core i7-10875H RTX 2070 Super 32GB 1TB NVMe SSD Win10PRO VR Ready",B085B3612D,,1 Lithium Polymer batteries required.,35951,MSI,Dedicated,,SODIMM,2020-04-02,0.1,NVIDIA GeForce RTX 2080 Super,PC,10.21 x 15.59 x 0.8 ,Creator17254,3840 x 2160 ,Windows 10 Pro,,Intel,8,10.21 x 15.59 x 0.8 ,,Creator 17 ASFS-254,17.3
"Lenovo Legion 5 15.6"" FHD VR Ready Gaming Laptop, IPS, i7-10750H, USB-C, HDMI, WiFi 6, Webcam, Backlit Keyboard, Bluetooth, NVIDIA GeForce GTX 1660 Ti, Win 10, Black (8GB RAM | 512GB PCIe SSD)",B08G1VW4QY,,1 Lithium ion batteries required. (included),76705,Lenovo,Dedicated,Phantom Black,DDR4 SDRAM,2020-08-17,512,NVIDIA GeForce GTX 1660Ti,PC,10.2 x 14.3 x 1 ,Lenovo Legion,1920 x 1080 ,Windows 10 Home,Battery Powered,Intel,6,10.2 x 14.3 x 1 ,,Lenovo Legion,15.6
"Dell D600 Laptop (1.6ghz, 40 GB Hard Drive, DVD/CD-RW)",B000M8OX6W,,1 Lithium ion batteries required. (included),68609,Dell,,Silver,DDR SDRAM,2007-07-19,,ATI Mobility Radeon 9000,PC,15.6 x 14.8 x 1.4 ,Latitude D600,1280 X800,Windows XP Professional,AC,Intel,1,15.6 x 14.8 x 1.4 ,,Latitude,14.1
"Razer Blade 15 Gaming Laptop 2019 - Intel Core i7- 9750H 6 Core, GeForce RTX 2070 Max-Q, 15.6"" FHD 1080p 240Hz, 16GB RAM, 512GB SSD, Chroma RGB Lighting, Thunderbolt 3 Compatible (Renewed)",B07XC26S84,,1 Lithium ion batteries required. (included),48459,Razer,Dedicated,,,2019-09-04,16,NVIDIA GeForce RTX 2070 Max-Q,PC,13.98 x 0.7 x 9.25 ,,1920 x 1080 ,Windows 10,,Intel,6,13.98 x 0.7 x 9.25 ,,Blade 15,15.6
"Lenovo ThinkPad X1 Extreme 2nd Gen 15.6"" UHD 4K OLED (3840x2160) HDR 500 Display - Intel Core i7-9750H Processor, 16GB RAM, 1TB PCIe-NVMe SSD, NVIDIA GTX 1650 4GB, Windows 10 Pro 64-bit",B07YLBFZTT,,1 Lithium ion batteries required. (included),17347,Lenovo,Dedicated,,SODIMM,2019-09-30,16,NVIDIA GeForce GTX 1650 Max-Q,PC,14.2 x 9.7 x 0.7 ,X1 Extreme 2nd Gen,3840x2160,Windows 10,,Intel,6,14.2 x 9.7 x 0.7 ,,ThinkPad,15.6
"Lenovo Yoga 910 Business 14"" 2 in 1 Full HD IPS Touchscreen Laptop/Tablet, Intel Dual-Core i7-7500U up to 3.5GHz 8GB DDR4 256GB SSD Backlit Keyboard 802.11ac Bluetooth USB Type-C Win 10",B071YD11TT,8,1 Lithium Polymer batteries required. (included),55849,Lenovo,Integrated,,DDR SDRAM,2017-04-17,256,Intel HD Graphics 620,Home and Business 2 in 1 Full HD Touchscreen Laptop/Tablet,12.7 x 8.8 x 0.6 ,Lenovo Yoga 910,1920 x 1080,Windows 10,AC & Battery,Intel,2,12.7 x 8.8 x 0.6 ,1920 x 1080 Full HD IPS Touchscreen,Yoga 910,14
"ASUS VivoBook 15 K513 Thin & Light Laptop, 15.6” FHD Display, Intel i7-1165G7 CPU, NVIDIA GeForce MX350, 16GB DDR4, 256GB SSD + 1TB HDD, Fingerprint Reader, Windows 10 Home, Indie Black, K513EQ-PH77",B08KH3XZ2D,,1 Lithium ion batteries required. (included),34501,ASUS,Dedicated,Indie Black,DDR4 SDRAM,2020-10-07,256,NVIDIA GeForce MX350,PC,14.1 x 9.3 x 0.7 ,K513EQ-PH77,1920 x 1080 ,Windows 10 Home,,Intel,4,14.1 x 9.3 x 0.7 ,1920 x 1080 pixels,VivoBook 15,15.6
HP 14-DK Laptop AMD A4-9125 4GB RAM 64GB eMMC Hard Drive 14-Inch HD WLED Microsoft Office 365 Personal,B07S4L9BKB,,1 Lithium ion batteries required. (included),105643,HP,,Natural Silver/Ash Silver,DDR DRAM,2020-05-16,64,AMD Radeon R3,PC,13.27 x 8.8 x 0.73 ,6VX16UA,1366 x 768 ,Windows 10,Battery,AMD,2,13.27 x 8.8 x 0.73 ,1366x768,HP 14-DK,14
"Newest Flagship Acer R13 13.3"" Convertible 2-in-1 Full HD IPS Touchscreen Chromebook - Intel Quad-Core MediaTek MT8173C 2.1GHz, 4GB RAM, 32GB SSD, WLAN, Bluetooth, Webcam, HDMI, USB 3.0, Chrome OS",B077TCVT7Q,,1 Lithium Polymer batteries required.,2776,Acer,Integrated,,DDR3 SDRAM,2017-08-07,32,Chromebook,Chrome,12.83 x 8.98 x 0.61 ,T8TJG,,Chrome OS,Battery Powered,Intel,2,12.83 x 8.98 x 0.61 ,,Chromebook,13.3
"ASUS ZenBook Flip UX360UA 13.3-inch Touchscreen Convertible Laptop, Core i7, 16GB, 512GB SSD, Windows 10, Fingerprint Reader (Renewed)",B07CKW89JH,14,,417172,ASUS,Integrated,,Unknown,2018-04-23,512,Integrated_graphics,Windows,8.6 x 12.6 x 0.5 ,,3200 x 1800 ,Windows 10,Battery Powered,Intel,2,8.6 x 12.6 x 0.5 ,,ASUS ZenBook,13.3
"Lenovo 20L50010US ThinkPad T480 14-inch Laptop with Intel Core i7-8650U CPU, 16 GB RAM, 512 GB SSD, Windows 10 Pro",B079J4VXQV,6,1 Lithium ion batteries required. (included),31598,Lenovo,Integrated,,Unknown,2018-01-29,512,Intel UHD Graphics 620,,3.4 x 12 x 18.6 ,20L50010US,1920x1080 ,Windows 10 Pro,,Intel,4,3.4 x 12 x 18.6 ,,Lenovo Thinkpad,14
"HP Pavilion 13 Laptop, 11th Gen Intel Core i5-1135G7 Processor, 8 GB RAM, 512 GB SSD Storage, Full HD IPS Micro-Edge Display, Windows 10 Home, Backlit Keyboard, Long Battery Life (13-bb0010nr, 2020)",B08KGXXDGW,8,1 Lithium ion batteries required. (included),39883,HP,Integrated,Natural Silver,DDR4 SDRAM,2020-10-11,512,Intel Iris,PC,12.17 x 8.07 x 0.67 ,13-bb010nr,1920 x 1080 ,Windows 10 Home,,Intel,4,12.17 x 8.07 x 0.67 ,1920 x 1080 pixels,13-bb010nr,13.3
"Acer Spin 5 13.3"" FHD Touch Screen 2-in-1 Laptop with Intel Quad Core i7-8565U Processor up to 4.60 GHz, 16GB Memory, 512GB SSD, Backlit Keyboard, and Rechargeable Active Stylus Included",B0898QJ9GK,,1 Lithium Polymer batteries required. (included),64833,Acer,Integrated,Steel grey,DDR4 SDRAM,2020-05-27,512,Intel UHD Graphics 620,PC,12.77 x 8.9 x 0.63 ,NH.H62AA.006,1920 x 1080 Lines Per Inch,Windows 10,,Intel,4,12.77 x 8.9 x 0.63 ,,Spin 5,13.3
"Acer Chromebook 314 Laptop, 14"" HD Display, Intel Celeron N4000, Intel UHD Graphics 600, 4GB Memory, 64GB eMMC, Chrome OS, Bundled with TSBEAU 128GB Micro SD Card & 4 Port USB 3.0 Hub & USB Light",B08GFTHB7K,,1 Lithium ion batteries required. (included),79081,TSBEAU,,,DDR4 SDRAM,2020-08-21,,UHD Graphics 600,PC,12.8 x 9.1 x 0.78 ,CB314-1H-C34N,1366 x 768 (HD) ,Chrome OS,Battery Powered,Intel,2,12.8 x 9.1 x 0.78 ,,CB314-1H-C34N,14
"Dell Latitude 5511 15.6"" Notebook - Full HD - 1920 x 1080 - Core i5 i5-10400H 10th Gen 2.6GHz Quad-core (4 Core) - 16GB RAM - 256GB SSD",B08BBF5QQY,,,67706,Dell,Integrated,,,2020-06-16,256,,PC,9.3 x 14.14 x 0.98 ,5511,1920 x 1080 ,Windows 10 Pro,,Intel,1,9.3 x 14.14 x 0.98 ,,9MC2Y,15.6
"ASUS 15.6"" Q504UA-BI5T26 2-in-1 Touchscreen FHD 1080p Laptop PC, 7th Intel Core i5-7200u, 12GB DDR4 SDRAM, 1TB HDD, Built-in fingerprint reader, Windows Ink Capable Display, Backlit Keyboard, Windows",B078JLM22J,9,1 Lithium Polymer batteries required. (included),47636,ASUS,Integrated,Sandblasted aluminum silver,DDR3 SDRAM,2017-07-13,1 TB,Intel HD Graphics 620,PC,15 x 10 x 0.9 ,Q504UA,1920x1080,Windows 10,AC & Battery,Intel,2,15 x 10 x 0.9 ,1920x1080,ASUS 2IN1 15.6 Touch,15.6
"Panasonic Toughbook CF-54, Intel Core i5‑5300U 2.30GHz, 14"" 1920 x 1080 FHD, Touchscreen, 8 GB, 256GB SSD, Wi-Fi, Bluetooth, 4G LTE Multi Carrier, GPS, Serial, VGA, TPM 1.2, Win 10 pro (Renewed)",B08PJ8Z3DS,,1 Lithium ion batteries required. (included),34401,Toughbook,,,DDR3L-1600 SDRAM,2020-12-02,,Intel® HD Graphics 5500,PC,,,1920 x 1080 ,Windows 10 Pro,,Intel,2,,,Panasonic Toughbook,14
"Latest_Lenovo ThinkPad X1 Carbon Gen 8 Laptop, 14.0"" FHD Display, Intel Core i7 10510U, 16GB RAM, 1TB SSD, Webcam, Fingerprint, 1-Week AimCare Support, Upto 19.5 hrs Battery, Rapid Charge, Win 10 Pro",B08MCTFZ73,,1 Lithium ion batteries required. (included),53952,AimCare,Integrated,Black,DDR4 SDRAM,2020-11-01,,Intel,PC,12.71 x 8.54 x 0.59 ,X1CARBON,1920 x 1080 ,Windows 10 Pro,AC & Battery,Intel,4,12.71 x 8.54 x 0.59 ,,Lenovo Thinkpad,14
HP EliteBook 840 G6 14” FHD Notebook PC - Intel Core i7-8365u - 32GB DDR4 SDRAM - 256GB SSD - Intel UHD Graphics 620 - Windows 10 Pro - New,B08MH1KJSV,17,,13877,HP,Integrated,,DDR4 SDRAM,2020-11-02,256,Intel,PC,,EliteBook 840,1920 x 1080 MP,Windows 10,Battery Powered,Intel,4,,,HP EliteBook,14
"Dell Inspiron 11.6"" HD Chromebook, Intel Dual-Core Celeron N3060 up to 2.48GHz, 4GB RAM, HDMI, USB 3.0, Bluetooth, 802.11ac, HD Webcam, Chrome OS - Black (32GB eMMC)",B07SGD19GL,,1 Lithium Metal batteries required. (included),26103,Dell,Integrated,,DDR3 SDRAM,2019-05-31,32,Intel HD Graphics 400,PC,11.9 x 8.1 x 0.8 ,C3181,1366 x 768,Chrome OS,Battery Powered,Intel,2,11.9 x 8.1 x 0.8 ,,Dell Inspiron,11.6
"Dell XPS 15 7590 15.6"" Core I7-9750H 32GB RAM 1TB PCIe SSD 4K OLED Non-Touch (3840X2160) NVIDIA GTX 1650 4GB Windows 10 PRO RENEWED (Windows 10 Pro)",B08NFGB8YK,,,83005,Dell,,,DDR4 SDRAM,2020-11-13,,NVIDIA GTX 1650,PC,,XPS7590,3840 x 2160 ,Windows 10 Pro,,Intel,6,,,Dell XPS,15.6
MSI GF65 Thin 9SD-837 i7-9750H/GTX1660Ti/8GB/512G/Win10 Gaming Laptop,B08BZQR17Y,,1 Lithium ion batteries required. (included),68121,MSI,Dedicated,,DDR4 SDRAM,2020-06-29,8,NVIDIA GeForce GTX 1660Ti,PC,0.85 x 14.13 x 9.99 ,GF65 Thin 9SD-837,1920 x 1080 ,Windows 10,,Intel,6,0.85 x 14.13 x 9.99 ,1922 x 1080 pixels,GF65 Thin 9SD-837,15.6
"HP - Spectre x360 2-in-1 13.3"" 4K Ultra HD Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB SSD - Natural Silver",B08CS83CPH,,,21751,HP,,Natural Silver,DDR DRAM,2020-07-11,256,Intel Iris Plus Graphics,PC,12 x 7.7 x 0.7 ,13-AW0003DX,3840 x 2160 ,Windows 10,,Intel,2,12 x 7.7 x 0.7 ,3840 x 2160 pixels,13-AW0003DX,13.3
"Acer Chromebook R 11.6 in HD Multi-Touch Screen Convertible Laptop, Webcam, Intel Celeron N3060, 4GB RAM, 32GB eMMC SSD, Google Chrome OS (Black Color), 11-11.99 inches (Renewed)",B08M34X1R2,10,,,Acer,Integrated,Black,DDR4 SDRAM,2020-10-28,32,Celeron,PC,5 x 10 x 1 ,,1366 x 768,Windows 10,AC & Battery,Intel,2,5 x 10 x 1 ,,Acer,11.6
"Lenovo Flex 5 15.6"" Touch 2-in-1 Laptop: Core i7-8550U, 16GB RAM, UHD 4K Display, 1TB HDD + 256GB SSD, 2GB Nvidia 940MX with Active Stylus",B076HVYTNJ,,1 Lithium ion batteries required. (included),56078,Lenovo,Dedicated,Black,DDR SDRAM,2017-10-17,256,NVIDIA GeForce 940MX,PC,14.3 x 9.7 x 0.7 ,81CA000BUS,,Windows 10 Home,Battery Powered,Intel,4,14.3 x 9.7 x 0.7 ,,,15.6
"ASUS Chromebook C523NA-DH02 15.6"" HD NanoEdge Display, 180 Degree, Intel Dual Core Celeron Processor, 4GB RAM, 32GB eMMC Storage, Silver Color (Renewed)",B07QM1XJ8L,,,16468,ASUS,Integrated,,DDR4 SDRAM,2019-04-11,32,Intel HD Graphics 500,PC,14.1 x 9.8 x 0.6 ,,1366 x 768 ,Chrome OS,,Intel,2,14.1 x 9.8 x 0.6 ,,ASUS Chromebook C523,15.6
"ThinkPad X390, Intel Core i5-8365U (1.60GHz, 6MB), 14.0 1920x1080 Non-Touch with",B07YLXWYH7,,,249682,Lenovo,Integrated,,Unknown,2019-10-01,,Intel UHD Graphics 620,,,20Q0004AUS,1920 x 1080,,,,1,,,Lenovo Thinkpad,0.1
"HP 15-DY1051WM Notebook 15.6"" HD i5-1035G1 1GHz 8GB RAM 256GB SSD Win 10 Home Natural Silver",B0881YVLT2,,1 Lithium ion batteries required.,31939,HP,,Silver,DDR4 SDRAM,2020-05-04,256,Intel UHD Graphics,PC,14.11 x 9.53 x 0.7 ,8MM76UA#ABA,1366x768 ,Windows 10,Battery Powered,Intel,4,14.11 x 9.53 x 0.7 ,,8MM76UA,15.6
"Lenovo ThinkPad L13 Yoga 13.3"" Touchscreen 2 in 1 Notebook, Intel Core i5-10210U, 8GB RAM, 256GB SSD (20R5000PUS)",B08469KLWV,,,14390,Lenovo,,Glossy Black,DDR4 SDRAM,2020-01-24,256,Intel UHD Graphics,PC,17 x 11.4 x 2.4 ,20R5000PUS,1920 x 1080 ,Windows 10 Pro 64-bit,,Intel,1,17 x 11.4 x 2.4 ,1920 x 1080,ThinkPad L13 Yoga,13.3
"ASUS ZenBook 14 Ultra-Slim Laptop 14"" Full HD NanoEdge Bezel, Intel Core i7-8565U, 16GB RAM, 512GB PCIe SSD, GeForce MX250, Innovative Screenpad 2.0, Windows 10 Pro, UX434FL-DB77, Royal Blue",B07T1DZGKQ,14,1 Lithium Polymer batteries required. (included),36485,ASUS,Dedicated,,DDR4 SDRAM,2019-06-06,512,NVIDIA GeForce MX250,PC,12.6 x 7.8 x 0.7 ,UX434FL-DB77,1920 x 1080 ,Windows 10 Pro,,Intel,8,12.6 x 7.8 x 0.7 ,1920 x 1080,ZenBook 14 UX434FL,14
"2018 Newest HP Premium 15.6"" HD Touchscreen Laptop, Intel Core i7-7500U up to 3.50GHz, 8GB DDR4, 1TB HDD, DVD-RW, 802.11ac, Bluetooth, Webcam, USB 3.1, HDMI, Windows 10",B07DLBJ957,,1 Lithium ion batteries required.,60577,HP,Integrated,Silver,SDRAM,2018-06-07,,Intel HD Graphics 620,PC,9.9 x 14.9 x 0.9 ,15t,1366 x 768,Windows 10,Battery Powered,Intel,2,9.9 x 14.9 x 0.9 ,,15t,15.6
